name,gender,meaning
Madhunisha,Female,pleasant night
Madhupriya,Female,Fond of honey
Madhura,Female,"Sweet, Pleasant"
Madhureema,Female,"Honey, sweetness"
Madhuri,Female,Sweet
Madhurima,Female,Sweet girl
Madhushri,Female,Beauty of spring
Madhuvanthi,Female,who is sweet like honey
Madhvi,Female,"Madhav's consort, Lakshmi"
Madirakshi,Female,with intoxicating eyes
Magadhi,Female,Flower
Magana,Female,engrossed
Maghi,Female,Giving gifts
Mahabhadra,Female,Ganga river
Mahadevi,Female,Goddess Durga
Mahagauri,Female,Goddess Durga
Mahakali,Female,Goddess Durga
Mahakanta,Female,Earth
Mahalakshmi,Female,Goddess Lakshmi
Mahamaya,Female,Goddess Durga
Mahaniya,Female,praise worthy
Mahasri,Female,Goddess Laxmi
Mahasweta,Female,Goddess Saraswati
Mahati,Female,"great, name of a raaga"
Maheshi,Female,Goddess Parvati
Maheshwari,Female,Goddess Durga
Mahijuba,Female,a hostess
Mahika,Female,Earth
Mahima,Female,Glorious
Mahiya,Female,Joy
Mahua,Female,an intoxicating flower
Maina,Female,A bird
Maithili,Female,"Goddess Lakshmi, Sita"
Maitreyi,Female,A wise woman
Maitry,Female,friendship
Makali,Female,the moon
Makshi,Female,honeybee
Mala,Female,"String, garland"
Malashree,Female,an early evening melody
Malati,Female,small fragrant flower
Malavika,Female,One who lived in Malva
Maliha,Female,"strong, beautiful"
Malika,Female,Flower
Malina,Female,"tower, dark"
Malini,Female,Fragrant
Malka,Female,Queen
Malli,Female,"Flower, Jasmine"
Mallika,Female,queen
Malti,Female,Moonlight
Malvika,Female,One who lived in Malva
Mamata,Female,"Love, affection"
Mamta,Female,Motherly love
Mana,Female,Mind
Manali,Female,Bird
Manana,Female,meditation
Manasa,Female,Name of a lake in Himalaya
Manasvi,Female,"good-minded, intelligent"
Manasvini,Female,Durga; proud; good
Manavi,Female,"Wife of manu, daughter"
Manda,Female,A river
Mandakini,Female,A river
Mandara,Female,mythical tree
Mandarmalika,Female,a garland of celestial
Mandavi,Female,Wife of Bharat
Mandeepa,Female,light of heart
Mandira,Female,Melody
Mandodari,Female,"with narrow abdomen, Ravan's wife"
Mangala,Female,"auspicious, bliss"
Manideepa,Female,a lamp of precious stones
Manika,Female,Jewel
Manikuntala,Female,one whose hair is like gems
Manimala,Female,a string of pearls
Manimekhala,Female,a girdle of gems
Manini,Female,Self respected
Maniratna,Female,Diamond
Manisha,Female,"Desire, Wish"
Manishika,Female,intelligence
Manjari,Female,Bud of a Mango Tree
Manjira,Female,ankle bells
Manjistha,Female,extremely
Manju,Female,Pleasant
Manjubala,Female,beautiful girl
Manjubhargavi,Female,Goddess Lakshmi
Manjula,Female,Lovely; Soft; Charming
Manjulika,Female,a sweet girl
Manjusha,Female,with a Sweet Voice
Manjushri,Female,Goddess Laxmi
Manjusri,Female,Saraswati
Manmayi,Female,jealous; Sri Radha
Manna,Female,Heavenly
Manorama,Female,Beautiful
Manoranjana,Female,"entertaining, pleasing"
Mansi,Female,Woman
Mantra,Female,"""Hymns, Holy chants"""
Manushri,Female,Lakshmi
Manya,Female,Worthy of honour
Marala,Female,swan
Margi,Female,Traveller
Marichi,Female,name of a star
Marichika,Female,"mirage, ray"
Marisa,Female,mother of Daksa
Marsha,Female,Respectable
Marudhvathi,Female,"durga, aadi shakthi"
Marushika,Female,Born with blessings of Lord Shiva
Marya,Female,"Mark, Limit"
Masara,Female,Emerald
Masum,Female,Innocent
Matangi,Female,a Devi
Matrika,Female,"mother, name of goddess"
Mausam,Female,Season
Mausami,Female,Seasonal
Maya,Female,Illusion
Mayra,Female,Beloved
Mayukhi,Female,peahen
Mayura,Female,illusion
Mayuri,Female,Pea-hen
Mayurika,Female,Baby peahen
Medha,Female,"Goddess Saraswati, Wisdom"
Medini,Female,Earth
Meena,Female,Precious Gem
Meenakshi,Female,Fish like eyes
Meenal,Female,Precious Gem
Meera,Female,a devotee of Krishna
Megha,Female,"Cloud, rain"
Meghana,Female,Rain cloud
Meghavini,Female,Intelligence
Meha,Female,Cloud
Mehak,Female,"Sweet Smell, Aura, Fragrance"
Mehuli,Female,a small rain cloud
Mekhala,Female,"Slope of a mountain, Belt"
Mela,Female,religious gathering
Mena,Female,Female parrot
Menaha,Female,Celestial damsel
Menaja,Female,Goddess Parvati
Menaka,Female,celestial damsel
Mihika,Female,Dew Drops
Mihira,Female,Feminine form of Mihir/ Sun
Mili,Female,"A meeting, To find"
Mina,Female,"Fish, Jewel"
Minakshi,Female,Fish eyed
Minati,Female,prayer
Mira,Female,Lord Krishna's devotee
Miraya,Female,Lord Krishna's devotee
Misha,Female,God like
Mishika,Female,Gift of love
Mishti,Female,Sweet person
Mita,Female,Friend
Mithra,Female,Friend
Mithila,Female,Sita devi's kingdom
Mohana,Female,"Attractive, charming"
Mohati,Female,"as beautiful as pearl, moti"
Mohi,Female,Attractive
Mohini,Female,most beautiful
Mohita,Female,Attracted
Moksin,Female,Free
Molina,Female,tree that grows from root
Monal,Female,Bird
Monisha,Female,Intellectual
Moubani,Female,A flower
Moukthika,Female,Goddess Lakshmi
Mounika,Female,Silence
Mounisha,Female,silent
Mousumi,Female,Seasonal / Sweet lemon
Mridini,Female,Goddess Parvati
Mridu,Female,Gentle
Mridula,Female,An ideal woman
Mrigakshi,Female,one with deer like beautiful eyes
Mriganayani,Female,One with deer like beautiful eyes
Mrinal,Female,lotus
Mrinali,Female,Lotus stem
Mrinalika,Female,stem of lotus
Mrinmayee,Female,Deer's Eye
Mritsa,Female,Good Earth
Mrittika,Female,Mother Earth
Mruda,Female,"Parvati, affectionate"
Mrudula,Female,soft natured
Mruthula,Female,soft natured
Mudra,Female,Healing hand movement
Mudrika,Female,ring
Mugdha,Female,Innocent young girl
Mukti,Female,Liberation
Mukula Mukulita,Female,bud
Muniya,Female,name of a bird
Muskan,Female,smile
Mythily,Female,Sita
Mythri,Female,Friendship
Nabah,Female,Sky
Nabanipa,Female,A new flower
Nabhi,Female,Central
Nachni,Female,dancer; suggestive look
Nadia,Female,The begining; First
Nadira,Female,pinnacle
Nagashree,Female,Snake Goddess
Nagina,Female,Jewel
Naidhrua,Female,Parvati; almost perfect
Naija,Female,Daughter of wisdom
Naina,Female,Eyes
Nainika,Female,Pupil of the eye
Naisha,Female,Special
Naishadha,Female,Poetry
Nakti,Female,Night
Nakula,Female,Goddess Parvati
Nalika,Female,Lotus
Nalini,Female,Lotus; Sweet nectar
Namana,Female,Bending
Nami,Female,One of Vishnu's Name
Namita,Female,Humble
Namrah,Female,Tigress
Namrata,Female,Politeness
Namuchi,Female,Kama; permanent
Nanaki,Female,Sister of Nanaka
Nanda,Female,"happiness, a daughter"
Nandana,Female,Goddess Durga
Nandika,Female,Laxshmi
Nandini,Female,Goddess Durga
Nandita,Female,Cheerful
Narayani,Female,"Durga, Lakshmi"
Narmada,Female,name of a river
Natasha,Female,"Russian for Natalie, means birthday"
Natali,Female,Princess
Navadurga,Female,All nine forms Of Durga.
Navaneeta,Female,butter
Naveena,Female,new
Navika,Female,New
Navistha,Female,Youngest
Navita,Female,New
Navneeta,Female,butter -like
Navya,Female,Young
Nayana,Female,eyes
Nayantara,Female,Twinkling star in the eye
Nayonika,Female,One with expressive eyes
Neeharika,Female,Admired for looks
Neela,Female,blue colour
Neelabja,Female,blue lotus
Neelaja,Female,river starting from blue mountain
Neelakshi,Female,blue-eyed
Neelanjana,Female,blue
Neelkamala,Female,blue lotus
Neepa,Female,A flower
Neeraja,Female,Lotus
Neeta,Female,Within Rules
Neeti,Female,good behaviour
Neha,Female,Loving
Neharika,Female,Dew Drops
Netra,Female,Eyes
Netravati,Female,beautifuleyed
Nidhi,Female,Wealth
Nidhipa,Female,Treasure Lord
Nidra,Female,a form of the Devi
Niharika,Female,Admired for looks
Niju,Female,Pansophist
Nikara,Female,Collection
Nikhita,Female,Earth; Ganges
Nikki,Female,Small
Nila,Female,Name of a river in Kerala
Nilakshi,Female,Blue-eyed
Nilambari,Female,Clothed in blue
Nilaruna,Female,the first light of the dawn
Nilasha,Female,blueness
Nilashri,Female,Blue Beauty
Nilaya,Female,home
Nilima,Female,Blue
Nilini,Female,perpetuator of the Kuru race
Nilshikha,Female,Blue mountain's top
Nimisha,Female,Momentary
Nimita,Female,Fixed
Nina,Female,Beautiful eyes
Ninarika,Female,Misty
Nipa,Female,one who watches over
Niral,Female,calm
Nirali,Female,Different
Niramayee,Female,"pure, clean, spotless"
Niranjana,Female,Goddess Durga
Nirosha,Female,Goddess Lakshmi
Nirja,Female,Goddess Lakshmi
Nirmala,Female,Clean
Nirmayi,Female,without blemish
Nirupa,Female,same as Gayatri
Nirupama,Female,Matchless
Nirvana,Female,"deep silence, ultimate bliss"
Nirvi,Female,bliss
Nisha,Female,Night
Nishma,Female,bright
Nishi,Female,Getting stronger
Nishita,Female,Alert
Nishithini,Female,night
Nishka,Female,Honest
Nishtha,Female,Determination
Nistha,Female,Firmness
Nita,Female,moral
Nitara,Female,deeply rooted
Nithya,Female,Eternal
Niti,Female,Ethics
Nitika,Female,'Niti means 'Policy' in Hindi.
Nitya,Female,Eternal
Nityapriya,Female,ever pleasing
Nityasri,Female,with eternal beauty
Nivedita,Female,"Surrendered, Offered to God"
Nivriti,Female,Bliss
Niyati,Female,Destiny
Noshi,Female,Sweet
Nupura,Female,anklet
Nushi,Female,sweet (sanskrit)
Nutan,Female,New; Fresh
Oditi,Female,Dawn
Oindrila,Female,another name for the wife of Indra
Oja,Female,Vitality
Ojasvi,Female,Bright
Ojaswini,Female,lustrous
Omaja,Female,Result of spiritual unity
Omana,Female,a woman
Omisha,Female,Goddess of birth &death
Omkareshwari,Female,"Goddess Parvati, Gauri"
Onella,Female,Light
Orpita,Female,Offering
Padma,Female,Lotus
Padmagriha,Female,who resides in a lotus
Padmaja,Female,Goddess Laxmi
Padmajai,Female,"born from lotus, Lakshmi"
Padmakali,Female,lotus bud
Padmakshi,Female,one with lotus-like eyes
Padmalaya,Female,house of lotuses
Padmalochana,Female,lotus eyed
Padmamalini,Female,Goddess Lakshmi
Padmapriya,Female,Lover of Lotus
Padmarekha,Female,lotus like lines on palm
Padmashri,Female,Divine Lotus
Padmavasa,Female,one who resided in lotus
Padmavati,Female,Goddess Lakshmi
Padmini,Female,lotus pond
Padnuni,Female,Lotus
Pakshalika,Female,bird like
Palaksi,Female,White
Pallavi,Female,Bud
Pallavini,Female,with new leaves
Pameela,Female,Honey
Pampa,Female,name of a River
Panchali,Female,One with five husbands
Panini,Female,Skilful
Panita,Female,Admired
Pankaja,Female,Lotus
Pankajadharini,Female,Who holds a Lotus
Pankhadi,Female,Petal
Pankti,Female,Sentence
Parajika,Female,a raagini
Parama,Female,the best
Parameshwari,Female,Goddess Durga
Paramita,Female,Friend of Others
Paravi,Female,bird
Parbarti,Female,surrender
Pari,Female,Fairy
Paridhi,Female,Limit
Parina,Female,Fairy
Parinita,Female,Complete
Parivita,Female,Extermely free
Pariyat,Female,Flower
Parmita,Female,Wisdom
Parnashri,Female,leafy beauty
Parnakshi,Female,eyes shaped like a leaf
Parnavi,Female,bird
Parni,Female,leafy
Parnika,Female,"a small leaf, Parvati"
Parnita,Female,auspicious Apsara
Parthavi,Female,Goddess Sita
Parthivi,Female,Sita
Parul,Female,"Graceful, Flow of Water"
Parvani,Female,full moon; a special day
Parvati,Female,"Who lives in Mountains, Shiva's wife"
Parveen,Female,star
Parvini,Female,Festival
Pasha,Female,A bond
Pashupriya,Female,Fond of all beings
Patala,Female,Goddess Durga
Patmanjari,Female,a raga
Patralekha,Female,name from ancient epics
Pavaki,Female,Goddess Saraswati
Pavana,Female,"holy, sacred"
Pavani,Female,Goddess Ganga
Payal,Female,Anklets
Payoja,Female,lotus
Pehr,Female,Phase/ time of day.
Phiroza,Female,turquoise
Phoolan,Female,flower
Pia,Female,beloved
Pinakini,Female,Bow shaped
Pinga,Female,Goddess Durga
Pingla,Female,Goddess Durga
Pival,Female,a tree
Pivari,Female,a wife of Sukha
Pooja,Female,"Prayer, worship"
Poonam,Female,Full moon
Poorbi,Female,eastern
Poorna,Female,Complete
Poornakamala,Female,A Blooming Lotus
Poornima,Female,full moon
Poorva,Female,"earlier one, elder, east"
Poorvaganga,Female,river Narmada
Poorvaja,Female,elder sister
Poorvi,Female,A classical melody
Poushali,Female,of the month Poush
Prabha,Female,Light
Prabhada,Female,lady
Prabhati,Female,of the morning
Prabhavati,Female,"a raagini, wife of Sun"
Pracheeta,Female,"Origin, starting point"
Prachi,Female,East
Pradeepta,Female,glowing
Pradnya,Female,Wisdom; Buddhi
Prafula,Female,in bloom
Pragalbha,Female,Goddess Durga
Pragati,Female,Progress
Pragya,Female,Wisdom
Pragyaparamita,Female,wise
Pragyawati,Female,a wise woman
Prajakta,Female,Fragnant flower
Prajna,Female,Goddess Saraswati
Prakalpa,Female,Project
Prakhya,Female,Appearance
Prakriti,Female,Nature; Beautiful
Prama,Female,knowledge of truth
Pramada,Female,woman
Pramila,Female,One of Arjuna's wife
Pramiti,Female,Wisdom
Pranali,Female,Organisation
Pranati,Female,prayer
Pranauthi,Female,Lamp in Kannada
Pranavi,Female,Goddess Parvathi
Pranaya,Female,Love
Pranidhi,Female,Spy
Pranita / Pranitha,Female,Loved one
Pranjali,Female,Namaste Mudra (gesture) Honest
Pranvuta,Female,Praised
Prapti,Female,Advantage
Prarthana,Female,Prayer
Prashanthi,Female,Highest peace
Prasheetha,Female,"Origin, starting point"
Prasheila,Female,Ancient time
Prateeksha,Female,"hope, Waiting"
Pratibha,Female,"Splendour, Brightness"
Pratichi,Female,west
Pratigya,Female,"pledge, vow"
Pratika,Female,Symbolic
Pratiksha,Female,"hope, Waiting"
Pratima,Female,Idol
Pratishtha,Female,"to install, create"
Pratitha,Female,Well known
Pratiti,Female,Faith
Pratyaksha,Female,appear
Pratyusha,Female,bright morning Sun
Praveena,Female,Skilled
Prayuta,Female,Mingled with
Preet,Female,Love
Preetha,Female,happy
Preeti,Female,love
Prema,Female,love
Premila,Female,Full of love
Prerna,Female,Inspiration
Preshti,Female,Ray of Light
Prestha,Female,Dearest
Preyasi,Female,beloved
Prianka,Female,Favourite
Prinaka,Female,girl who brings heaven to earth
Prisha,Female,Beloved; Loving; God's gift
Prita,Female,dear one
Prital,Female,Loved one
Pritha,Female,Mother of Pandavas- Kunti
Prithika,Female,Flower
Prithuloma,Female,"fish, Pisces -zodiac sign"
Priti,Female,Love
Pritika,Female,Loved one
Pritikana,Female,an atom of love
Pritilata,Female,a creeper of love
Priya,Female,Beloved
Priyadarshini,Female,delightful to look at
Priyadutta,Female,earth
Priyala,Female,One who gives love
Priyam,Female,beloved
Priyamvada,Female,sweet spoken
Priyanka,Female,"Beautiful act, Favourite"
Priyanvada,Female,one who speaks nicely
Priyasha,Female,dear one
Prutha,Female,Daughter of earth
Puja,Female,"Prayer, worship"
Puji,Female,Gentle
Pujita,Female,worshipped
Pujya,Female,Respectable
Pulakita,Female,embraced
Puloma,Female,wife of the sage Bhrigu
Punarnava,Female,a star
Punam Poonam,Female,full moon
Punita,Female,Holy
Punthali,Female,a doll
Punya,Female,"Virtuous, good deeds"
Purala,Female,Durga; guardian of fortresses
Purandhri,Female,same as Gayatri
Purnima,Female,Full Moon
Purva,Female,"Elder, breeze"
Purvaja,Female,elder sister
Purvi,Female,From the east
Pusha,Female,Nourishing
Pushpa,Female,Flower
Pushpagandha,Female,fragrance of flower
Pushpalata,Female,flower creeper
Pushpanjali,Female,flower offering
Pushpavathi,Female,blooming
Pushpita,Female,decorated with flowers
Pusti,Female,"nourishment, endorsement"
Putana,Female,"Blowing Hard, a Demoness"
Putul,Female,doll
Raaka,Female,Full Moon
Raakhi,Female,symbol of protection
Rabia,Female,famous; godly
Rabhya,Female,Worshipped
Rachana,Female,Creation
Rachika,Female,Creator
Rachita,Female,Created
Rachna,Female,Creation
Radha,Female,Lord Krishna's lover
Radhika,Female,Successful
Raga,Female,Melody
Ragi,Female,Loving
Ragini,Female,Melody
Raima,Female,Pleasing; Rama of the axe
Rajalakshmi,Female,Goddess lakshmi
Rajanigandha,Female,night blossoming flower
Rajashri,Female,Royalty
Rajasi,Female,worthy of a king
Rajdulari,Female,dear princess
Rajeshri,Female,Queen
Rajeshwari,Female,goddess Parvati
Rajhansa,Female,swan
Raji,Female,Shining
Rajika,Female,Lamp
Rajkumari,Female,princess
Rajnandini,Female,princess
Rajni,Female,Night
Rajshri,Female,sage-like king
Raka,Female,full moon
Rakhi,Female,Bond of protection
Raksha,Female,Protection
Rakshita,Female,Protector
Rakshasamardini,Female,Destroyer of Demons.
Rakti,Female,Pleasing
Rama,Female,Goddess Laxmi
Ramani,Female,beautiful girl
Rambha,Female,name of an apsara
Rameshwari,Female,Parvati
Ramini,Female,Beautiful woman
Ramita,Female,Pleasing
Ramola,Female,who takes interest in everything
Ramya,Female,Delightful
Rangat,Female,colorful
Ranhita,Female,Quick
Rani,Female,Queen
Ranita,Female,tinkling
Ranjana,Female,Enjoyment
Ranjini,Female,pleasing
Ranjita,Female,"amusing, decorated"
Ranya,Female,Pleasant
Rashi,Female,A collection of wealth; Sign
Rashmika,Female,ray of light
Rasika,Female,"sugarcane juice, connoiseur"
Ratanjali,Female,red sandal wood
Ratchika,Female,"Protector, saviour"
Rati,Female,"Joy, Wife of Kamdeva"
Ratna,Female,gem
Ratnabala,Female,jewelled
Ratnabali,Female,string of pearls
Ratnajyoti,Female,light from a jewel
Ratnalekha,Female,beauty of jewels
Ratnali,Female,a jewelled
Ratnamala,Female,jewels necklace
Ratnangi,Female,whole body adorned with jewels
Ratnaprabha,Female,"Earth, light from a jewel"
Ratnapriya,Female,one who likes jewels
Ratnavali,Female,a bunch of gems
RatriNight,Female,A Name for Goddess Durga
Raveena,Female,Sunny
Raviprabha,Female,light of the sun
Raya,Female,Flow; Sated with drink
Rebha,Female,Sings praises
Reema,Female,Goddess Durga
Reena,Female,Gem
Rekha,Female,Line; Limit
Reneeka,Female,Song
Renu,Female,"""Particle, grain, sand"""
Renuka,Female,Mother of Parasuram
Reshma,Female,Silken
Reshmi,Female,silken
Reva,Female,to move
Revathi,Female,Wealth
Revati,Female,Prosperity
Rewa,Female,Swift
Rhea,Female,Singer
Ria Rhia,Female,Singer
Richa,Female,Hymn; The writing of the Vedas
Riddhi,Female,Fortunate
Ridhima,Female,Full of love
Riju/ Rijul,Female,Innocent
Rijuta,Female,Innocense
Rima,Female,Goddess Durga
Rina,Female,Dissolved Rinkal
Risha,Female,Sainty
Rishika,Female,saintly
Rishima,Female,Moonbeam
Rishita,Female,saintly
Rita,Female,Way of life
Rithika,Female,of a stream
Ritika,Female,"Movement, Of Brass"
Ritisha,Female,the goddess of truth
Ritsika,Female,Traditional
Ritu,Female,Season
Rituparna,Female,Leafy season
Riya,Female,Singer
Rochi,Female,Light
Rohana,Female,sandalwood
Rohini,Female,Moon
Rohita,Female,Brahma's daughter
Roma,Female,Goddess Laxmi
Roop,Female,Appearance
Roopa,Female,blessed with beauty
Roopali,Female,Pretty
Roopini,Female,Beautiful appearance
Roshna,Female,bright
Roshni,Female,Light
Rubaina,Female,bright
Rucha,Female,Vedic lyrics
Ruchi,Female,Light
Ruchika,Female,Shining; Beautiful; Desirous
Ruchira,Female,tasty
Ruchita,Female,Splenderous
Rudrabhiravi,Female,Goddess Durga
Rudrakali,Female,Godess Durga
Rudrani,Female,Goddess Parvati
Rugu,Female,Soft
Ruhi,Female,Soul
Ruhin,Female,Spiritual
Rujula,Female,"who endows wealth, Lakshmi"
Rujuta,Female,"honesty, sincerity"
Rukhmini,Female,Goddess Laxmi
Rukma,Female,Gold
Rukmini,Female,wife of Krishna
Ruma,Female,Vedic hymn
Rupa,Female,Silver
Rupal,Female,Made of silver
Rupali,Female,"beautiful, pretty"
Rupashi,Female,Beautiful
Rupashri,Female,a musical raagini
Rupasi,Female,beautiful lady
Rupeshwari,Female,Goddess of beauty
Rupi,Female,beauty
Rupika,Female,"piece of Gold, pretty"
Rushda,Female,Good News
Ruth,Female,Season
Saachi,Female,Truth
Saanvi,Female,Goddess Lakshmi
Sabeena,Female,Beautiful
Sabri,Female,Lord Ram's devotees
Sachi,Female,Grace
Sachita,Female,consciousness
Sadabhuja,Female,Goddess Durga
Sadhana,Female,Goddess Durga
Sadhika,Female,Goddess Durga
Sadhna,Female,Worship
Sadhvi,Female,virtuous woman
Saee,Female,Female friend
Saesha,Female,with great desire and wish
Sagari,Female,From the Ocean
Sagarika,Female,Wave
Sahana,Female,patience
Sahasra,Female,A new beginning
Saheli,Female,friend
Sahiba,Female,the lady
Sahila,Female,guide
Sahima,Female,Snowed
Sahira,Female,Mountain
Sahitya,Female,Literature
Sahoj,Female,Strong
SaiJayani,Female,Personification of Victory. Shirdi Saibaba
Sajala,Female,clouds
Sajani,Female,Beloved; Loving; Well loved
Sajili,Female,decorated
Sajni,Female,beloved
Saketha,Female,Shri Krishna
Sakhi,Female,friend
Sakshi,Female,Witness
Salila,Female,water
Saloni,Female,Beautiful
Samali,Female,Bouquet
Samata,Female,equality
Samanmitha,Female,"equal to all, pleasing"
Sameena,Female,happy
Sameera,Female,Early morning fragrance
Samidha,Female,an offering for a sacred fire
Samiksha,Female,analysis
Samita,Female,collected
Samiya,Female,Incomparable
Sampatti,Female,wealth
Sampriti,Female,attachement
Samreen,Female,A lovely quite girl.
Samriddhi,Female,Prosperity
Samrta,Female,Provided with Nectar
Samvidha,Female,"direct, lead"
Samvrita,Female,invisible due to illusion (maya)
Samyuktha,Female,together
Sana,Female,Praise; Resplendence; Brilliance
Sananda,Female,Pleasure; Goddess Lakshmi
Sanatani,Female,Goddess Durga
Sanavi,Female,"Sanvi, Goddess Lakshmi"
Sanchali,Female,Movement
Sanchaya,Female,collection
Sanchita,Female,collection
Sandhya,Female,Dusk; Perfection
Sanemi,Female,Perfect
Sanghavi,Female,Goddess Lakshmi
Sangita,Female,music
Sangya,Female,"Intellect, Wife of Surya Dev"
Sani,Female,Gift
Sanika,Female,Flute
Saniya,Female,A moment in time
Sanjana,Female,In Harmony
Sanjaya,Female,Triumphant
Sanjita,Female,Triumphant
Sanjivani,Female,immortality
Sanjna,Female,Well Known
Sanjukta,Female,union
Sanjula,Female,Beautiful
Sanjushree,Female,beautiful
Sanoja,Female,Eternal
Sansita,Female,Praise
Sanskriti,Female,culture
Santati,Female,"Granter of Issues, Goddess Durga"
Santoshi,Female,Godess Name
Santushti,Female,Complete satisfaction
Sanvali,Female,dusky
Sanvi,Female,Goddess Lakshmi
Sanyukta,Female,Relating to
Saparna,Female,leafy
Saphala,Female,successful
Sapna,Female,Dream
Sara,Female,Precious
Sarada,Female,Goddess Saraswati
Sarakshi,Female,good sight
Sarala,Female,straight; honest
Sarama,Female,wife of Bibhisan
Saranya,Female,surrendered
Sarasa,Female,swan
Saraswati,Female,Goddess of learning
Saravati,Female,a river
Sargini,Female,Composed of parts
Sarika,Female,A thing of beauty; Nature
Sarisha,Female,charming
Sarita,Female,Goddess Durga; River
Sarjana,Female,creative; creation
Sarjena,Female,Creative
Sarla,Female,Straight forward
Saroja,Female,lotus
Sarojini,Female,In the lotus
Saruchi,Female,Wonderful
Sarupa,Female,Beautiful
Saruprani,Female,beautiful woman
Sarvagjna,Female,Goddess Durga
Sarvajina,Female,Durga; who knows everything
Sarvani,Female,Durga; universal; complete
Sashi,Female,moon
Sashmita,Female,ever smiling
Sasthi,Female,Goddess Durga
Satha,Female,"Dishonest, hundred"
Sati,Female,Wife of Shiva
Sattviki,Female,Durga; true; pure; honest
Satvari,Female,Night
Satvi,Female,Existence
Satvika,Female,Goddess Durga
Satviki,Female,Goddess Durga
Satyarupa,Female,truth; personified
Satyavati,Female,truthful
Saudamini,Female,lightning
Saumyaa,Female,Goddess Durga
Saumyi,Female,Moonlight
Saundarya,Female,beautiful
Saura,Female,Celestial
Sauravi,Female,Sun
Savarna,Female,daughter of the Ocean
Savidharani,Female,Sungod
Savi,Female,Sun
Savita,Female,Sun
Savitha,Female,"Bright, Sun"
Savitri,Female,Mother
Sayona,Female,to decorate
Sayuri,Female,Flower
Seema,Female,Border; Limit
Seemanti,Female,parting line
Seemantini,Female,woman
Sejal,Female,Pure; Depth in character
Selma,Female,fair
Semanti,Female,a white rose
Serena,Female,quiet
Sesha,Female,serpent who symbolizes time
Sevati,Female,white rose
sevanthika,Female,"a flower, Chrysanthemum"
Sevita,Female,cherished
Shabnam,Female,Dew
Shabari,Female,"devotee of Lord Rama, Aiyappa"
Shachi,Female,wife of Lord Indra
Shaila,Female,Living in Mountain
Shailaja,Female,Goddess Parvati
Shailasha,Female,Parvati; one who lives in the mountain
Shaili,Female,Tradition
Shaivi,Female,Prosperity
Shakambari,Female,Goddess Parvati
Shakeela,Female,beautiful
Shakini,Female,Goddess Parvati
Shakuntala,Female,Wife of Dushyant
Shalaka,Female,Goddess Parvati
Shalalu,Female,Perfume
Shalika,Female,Flute
Shalini,Female,Modest
Shama,Female,Flame
Shambari,Female,illusion
Shambhukanta,Female,wife of Shambhu
Shameena,Female,beautiful
Shamim,Female,fire
Shampa,Female,lightning
Shankari,Female,Wife of Lord Shiva
Shankhamala,Female,a fairytale princess
Shanta,Female,peaceful
Shantala,Female,Goddess Parvati
Shanti,Female,Peace
Shanvi,Female,"famed, renowed"
Sharada,Female,"goddess of learning, Saraswati"
Sharadini,Female,autumn
Sharani,Female,the earth; protector; guardian
Sharanya,Female,"Durga, Giver of refuge"
Sharda,Female,A Goddess
Shardambha,Female,Goddess Saraswati
Sharika,Female,Goddess Durga
Sharini,Female,Earth
Sharmila,Female,Shy
Sharmistha,Female,wife of Yayati
Sharvani,Female,Goddess Durga
Sharvari,Female,Twilight
Shasha,Female,Moon
Shashibala,Female,the moon
Shashikala,Female,phases of moon
Shashini,Female,Moon
Shashiprabha,Female,moon light
Shashirekha,Female,moon's ray
Shaswati,Female,eternal
Shatakshi,Female,Goddess Durga
Shayna,Female,Beautiful
Sheela,Female,Character
Sheen,Female,Brightness
Sheetal,Female,Cool
Shefali,Female,Fragrant
Shefalika,Female,a flower
Shejali,Female,a fruit
Shevalini,Female,A river
Shevanti,Female,a flower
Shibani,Female,Goddess Durga
Shichi,Female,Glow
Shikha,Female,Hill Top
Shila,Female,Rock
Shilavatia,Female,river
Shilpa,Female,perfectly created
Shilpita,Female,well- proportioned
Shinjini,Female,anklebells
Shipra,Female,a river
Shirina,Female,Night
Shiuli,Female,Flower
Shivakanta,Female,Goddess Durga
Shivali,Female,Goddess Parvati
Shivangi,Female,Beautiful
Shivani,Female,Goddess Parvati
Shivanshi,Female,A part of Shiv
Shivapriya,Female,liked by Shiva Goddess Durga
Shivasundari,Female,Durga
Shivika,Female,Palanquin
Shivli,Female,Flower
Shlesha,Female,More than enough
Shloka,Female,Verse
Shobha,Female,Beauty; Wish
Shobhana,Female,"Shining, Glowing"
Shobhita,Female,splendid
Shomili,Female,Beautiful and Elegant
Shoni,Female,one complexion of red lotus
Shonima,Female,redness
Shorashi,Female,young woman
Shraddha,Female,Faith; Very attentive person
Shravani,Female,Born in the month of Shravan
Shravanthi,Female,name in Buddhist literature
Shravasti,Female,an ancient Indian city
Shravya,Female,"to listen, listener"
Shraya,Female,Shresth
Shreela,Female,beautiful
Shreema,Female,Prosperous
Shreemayi,Female,fortunate
Shreeparna,Female,tree adorned with leaves
Shreeprada,Female,Goddess Radha
Shreeya,Female,Goddess Lakshmi
Shresta,Female,Foremost; Best; First
Shreya,Female,Beautiful
Shreyashi,Female,"good, fame"
Shri,Female,lustre
Shridevi,Female,Goddess Laxmi
Shridula,Female,blessing
Shrigauri,Female,goddess Parvati
Shrigeeta,Female,the sacred Geeta
Shrijani,Female,creative
Shrika,Female,Fortune
Shrikala,Female,Goddess Laxmi
