name,gender,meaning
Salaj,Male,water which flows from melted ice from mountain
Salil,Male,Water
Salokh,Male,friendship
Samaah,Male,generosity
Samabashiv,Male,Lord Shiva
Samaj,Male,Lord Indra
Samajas,Male,Lord Shiva
Samaksh,Male,"entirety, universe"
Samanyu,Male,Lord Shiva
Samar,Male,fruit of paradise
Samarendra,Male,Lord Vishnu
Samarendu,Male,Lord Vishnu
Samarjit,Male,Lord Vishnu
Samarpan,Male,dedicating
Samarth,Male,Lord Krishna
Samavart,Male,Lord Vishnu
Sambaran,Male,restraint; an ancient king
Sambha,Male,Shining
Sambhav,Male,born; mainfested
Sambit,Male,consciousness
Sambodh,Male,complete knowledge
Sambuddha,Male,wise
Samdarshi,Male,Lord Krishna
Sameep,Male,Close
Sameer,Male,Early morning fragrance; Entertaining companion; Wind
Samen,Male,Happy
Samendu,Male,Lord Vishnu
Samesh,Male,Lord of equality
Samhita,Male,a Vedic composition
Sami,Male,someone dear to you
Samik,Male,Peaceful
Samin,Male,Self- disciplined
Samir,Male,Wind
Samividhan,Male,Constitution
Sammad,Male,Joy
Sampada,Male,blessing
Sampoorn,Male,complete
Samrat,Male,Emperor
Samrudh,Male,the Enriched One
Samskar,Male,Good Ethics and Moral Values
Samskara,Male,Ethics
Samudra,Male,Sea
Samudragupta,Male,a famous Gupta king
Samudrasen,Male,lord of the ocean
Samvar,Male,content
Samyak,Male,enough
Sanaatan,Male,permanent
Sanat,Male,Lord Brahma
Sanatana,Male,"Eternel, Lord Shiva"
Sanchay,Male,Collection
Sanchit,Male,collected
Sandeep,Male,A lighted lamp
Sandeepen,Male,lighting
Sandesh,Male,Message
Sanhata,Male,Conciseness
Sanjay,Male,Victorious
Sanjeev,Male,"giving life, re-animating"
Sanjit,Male,Who Is AlwaysVictorious
Sanjiv,Male,Vital
Sanjivan,Male,"making alive, giving life"
Sanjog,Male,Coincidence
Sankara,Male,Shiva
Sankalp,Male,"will, determination"
Sankarshan,Male,a name of Balaram
Sanket,Male,Signal
Sankul,Male,"crowded together, dense"
Sannath,Male,Accompanied by a protector
Sannibh,Male,"Rays of light, lightning"
Sannidhi,Male,"Nearness, holy place"
Sannigdh,Male,Always ready
Sanobar,Male,a pine tree
Sanshray,Male,Aim
Sanskar,Male,"Good ethics, moral values"
Santan,Male,"A tree, children"
Santosh,Male,happiness
Sanurag,Male,Affectionate
Sanwariya,Male,Lord Krishna
Sanyog,Male,"joining together, combination"
Sapan,Male,Dream (Swapna)
Saprathas,Male,Lord Vishnu
Saptajit,Male,Conqueror of 7 elements
Saptarishi,Male,7stars representing 7great saints
Saptanshu,Male,Fire
Sarana,Male,Injuring
Sarang,Male,Spotted deer
Saral,Male,"simple, straightforward"
Saransh,Male,In Brief
Saras,Male,Moon
Sarasi,Male,Lake
Sarasija,Male,lotus
Sarasvat,Male,Learned
Sarat,Male,a sage
Saravana,Male,Clump of reeds
Sarayu,Male,"wind, a river"
Sarbajit,Male,who has conquered everything
Sarbani,Male,Goddess Durga
Sargam,Male,Musical notes
Sarin,Male,Helpful
Sarish,Male,Equal
Sarit,Male,river
Sarngin,Male,name of God Vishnu
Sarojin,Male,Lord Brahma
Sartaj,Male,crown
Sarthak,Male,"having meaning, purpose"
Sarup,Male,having form or shape
Sarva,Male,Lord Krishna; Shiva
Sarvad,Male,Lord Shiva
Sarvadaman,Male,son of Shakuntala-Bharat
Sarvadev,Male,Lord Shiva
Sarvadharin,Male,Lord Shiva
Sarvag,Male,Lord Shiva
Sarvagny,Male,The All Knowing. Lord Vishnu
Sarvak,Male,Whole
Sarvambh,Male,Lord Ganesh
Sarvang,Male,Lord Shiva
Sarvapalaka,Male,Protector of All. Lord Krishna
Sarvashay,Male,Lord Shiva
Sarvavas,Male,Lord Shiva
Sarvendra,Male,God
Sarvesh,Male,God
Sarveshvara,Male,Lord Of all. A Name for Lord Shiva
Sarwar,Male,promotion
Sashang,Male,Connected
Sashreek,Male,prosperous
Sashwat,Male,Eternal
Sasi,Male,Moon
Sasmit,Male,Ever smiling
Sasta,Male,One who rules
Satadev,Male,God
Satamanyu,Male,Lord Indra
Satanand,Male,Lord Vishnu
Satayu,Male,brother of Amavasu and Vivasu
Sateendra,Male,lord of truth
Satesh,Male,Lord of hundreds
Sathi,Male,Partner
Satin,Male,Real
Satinath,Male,Lord Shiva
Satindra,Male,Lord Shiva
Satish,Male,"Husband of Sati, Shiva"
Satkartar,Male,Lord Vishnu
Satpal,Male,Protector
Satpati,Male,Lord Indra
Satrajit,Male,Ever victorious
Satruijt,Male,a son of Vatsa
Satvamohan,Male,truthful
Satvat,Male,Lord Krishna
Satveer,Male,Lord Vishnu
Satvik,Male,Virtuous
Satvinder,Male,Lord of virtue
Satya,Male,truth
Satyadarshi,Male,one who can see the truth
Satyadev,Male,Lord of truth
Satyajit,Male,Victory of truth
Satyak,Male,Honest
Satyakaam,Male,believer in truth
Satyaki,Male,charioteer of Krishna
Satyam,Male,Honesty
Satyamurty,Male,Statue of truth
Satyanarayan,Male,Lord Vishnu
Satyankar,Male,true; good
Satyaprakash,Male,light of truth
Satyapriya,Male,devoted to truth
Satyasheel,Male,truthful
Satyashrawaa,Male,that who hears truth
Satyavaan,Male,devoted to truth
Satyavache,Male,"Lord Rama, Speaker of Truth"
Satyavrat,Male,One who has taken vow of truth
Satyendra,Male,Lord of truth (Satyen)
Saubal,Male,Mighty
Saubhadra,Male,Abhimanyu
Saumit,Male,Easy to get
Saumitr,Male,good friend
Saumitra,Male,Lakshman
Saumya,Male,Handsome
Saunak,Male,boy sage
Saurabh,Male,Fragrance
Saurav,Male,"Divine, celestial"
Saurjyesh,Male,Kartikeya; the Lord of Valour
Sava,Male,Saint who was a Trainer of Young monks.
Savar,Male,Lord Shiva
Savir,Male,Leader
Savit,Male,Sun
Savitashri,Male,lustre of the sun
Savitendra,Male,lord of the sun
Savya,Male,Lord Vishnu
Savyasachi,Male,another name of Arjuna
Sawan,Male,a Hindu month
Seemanta,Male,parting of the hair
Sena,Male,army
Senajit,Male,Victory over army
Setu,Male,Sacred symbol
Seva,Male,"service, attendance, care"
Sevak,Male,servant
Shaan,Male,glory
Shaandilya,Male,name of a saint
Shaant,Male,Peace and Calm
Shaarav,Male,Pure & Innocent
Shaardul,Male,a tiger
Shaashwat,Male,eternal
Shabar,Male,Nector
Shadab,Male,fresh
Shagun,Male,Auspicious
Shahalad,Male,Joy
Shail,Male,mountain
Shaildhar,Male,one who holds mountain
Shailendra,Male,King of mountains
Shailesh,Male,"God of mountain, Himalaya"
Shakti,Male,Power
Shaktidhar,Male,Lord Shiva
Shakuni,Male,"bird, uncle of Kauravas"
Shakunt,Male,Blue jay
Shakyasinha,Male,Lord Buddha
Shalang,Male,Emperor
Shaligram,Male,Lord Vishnu
Shalik,Male,A sage
Shalin,Male,Modest
Shalina,Male,Courteous
Shalmali,Male,Lord Vishnu's power
Shalya,Male,an arrow
Shamak,Male,Makes peace
Shamakarn,Male,Lord Shiva
Shambhavi,Male,Son of Parvati. Lord Ganesha
Shambhu,Male,Lord Shiva
Shameek,Male,an ancient sage
Shami,Male,"fire, name of a tree"
Shamindra,Male,quiet; gentle
Shamita,Male,peacemaker
Shams,Male,fragrance
Shanay,Male,Power of lord Shani
Shandar,Male,proud
Shankar,Male,Shiva
Shankarshan,Male,Lord Krishna's brother
Shankdhar,Male,Lord Krishna
Shankh,Male,a shell
Shankhapani,Male,Lord Vishnu
Shankhi,Male,ocean
Shankhin,Male,Lord Vishnu
Shankir,Male,Lord Shiva
Shanmukha,Male,"Kartikeya, first son of Lord Shiva"
Shansa,Male,praise
Shantanav,Male,Bhishma Pitamaha
Shantanu,Male,Whole
Shantashil,Male,gentle
Shantidev,Male,Lord of peace
Shantimay,Male,peaceful
Shantinath,Male,Lord of peace
Shantiprakash,Male,light of peace
Shanyu,Male,Benevolent
Sharad,Male,Name of a season
Sharadchandra,Male,autumn moon
Sharadendu,Male,moon of autumn
Sharan,Male,shelter
Sharang,Male,deer
Sharat,Male,A season
Shardul,Male,Tiger
Shari,Male,arrow
Sharu,Male,Lord Vishnu
Sharvarish,Male,moon
Shashank,Male,Moon
Shashee,Male,Moon
Shashi,Male,Moon
Shashibhushan,Male,lord Shiva
Shashidhar,Male,the moon
Shashikant,Male,Moon stone
Shashikar,Male,moon ray
Shashikiran,Male,moon's rays
Shashimohan,Male,the moon
Shashin,Male,Moon
Shashipushpa,Male,lotus
Shashish,Male,Lord Shiva
Shashishekhar,Male,moon-crested
Shashvata,Male,A Name for Lord Rama Eternal
Sashriti,Male,protector of wealth
Shashwat,Male,"Ever lasting, continuous"
Shataaneek,Male,another name of Ganesha
Shataayu,Male,hundred years old
Shatadru,Male,name of a river
Shatarupa,Male,lord Shiva
Shatjit,Male,conquerer of hundreds
Shat-manyu,Male,another name of Indra
Shat-padm,Male,hundred petaled lotus
Shatrughan,Male,Lord Rama's brother
Shatrughna,Male,victorious
Shatrujit,Male,victorious over enemies
Shatrunjay,Male,One who overcomes enemies
Shattesh,Male,king of mountains
Shauchin,Male,Pure
Shauna,Male,God's Gift
Shaunak,Male,Wise
Shaurav,Male,Bear
Shauri,Male,Lord Vishnu
Shaurya,Male,Bravery
Shay,Male,Gift
Sheehan,Male,Peaceful child
Sheil,Male,Mountain
Shekhar,Male,Ultimate; peak
Shesanand,Male,Lord Vishnu
Shesh,Male,cosmic serpent
Sheshdhar,Male,one who holds snake
Shevantilal,Male,a crysanthemum
Shibhya,Male,Lord Shiva
Shighra,Male,Lord Shiva; Lord Vishnu
Shikhandin,Male,Lord Shiva; Lord Vishnu
Shikhar,Male,peak
Shilang,Male,Virtuous
Shilendra,Male,Lord of mountains
Shilish,Male,Lord of mountains
Shineyu,Male,Shining
Shinjan,Male,Music of payel
Shipirist,Male,Lord Vishnu
Shirdi Prasad,Male,Sai Babas gift
Shirish,Male,a flower; raintree
Shiromani,Male,a jewel worn on the head
Shishir,Male,"Name of a season, cold"
Shishirchandra,Male,winter moon
Shishirkana,Male,particles of dew
Shishirkumar,Male,the moon
Shishupal,Male,son of Subhadra
Shishul,Male,Baby
Shitiz,Male,Horizon
Shitikanth,Male,Lord Shiva
Shiv,Male,"Lord Shiva, auspicious, lucky"
Shivadev,Male,Lord of prosperity
Shivam,Male,Auspicious; Lord Shiva
Shivanand,Male,one who is happy in Lord Shiva's thoughts or Shiva's worship
Shivanath,Male,Lord Shiva
Shivank,Male,Mark of Lord
Shivansh,Male,Part of Shiva
Shivas,Male,Lord Shiva
Shivasunu,Male,Lord Ganesh
Shiven,Male,Lord Shiva
Shivendra,Male,Lord Shiva; Lord Indra
Shivendu,Male,Moon
Shivesh,Male,Lord Shiva
Shiveshvar,Male,God of welfare
Shivkumar,Male,"son of Lord Shiva (Ganesh, Kartikeya)"
Shivlal,Male,Lord Shiva
Shivraj,Male,Lord Shiva
Shivram,Male,Lord Shiva; Lord Ram
Shivshankar,Male,Lord Shiva
Shivshekhar,Male,one at the top of Shiva (moon)
Shlesh,Male,Physical bonding
Shlok,Male,"Hymn, Prayer"
Shobhan,Male,splendid
Shoor,Male,Valiant
Shoora,Male,Bold. A Name for Lord Hanuman
Shoorsen,Male,brave
Shoubhit,Male,Lord Krishna
Shravan,Male,A Hindu month
Shravana,Male,name of a star
Shravankumar,Male,a character from the epic Ramayana
Shray,Male,Credit
Shree,Male,"Mr, God"
Shreedhar,Male,husband of Lakshmi
Shreeharsh,Male,god of happiness
Shreekant,Male,an epithet of Vishnu
Shreekrishna,Male,Lord Krishna
Shreekumar shrikumar,Male,beautiful
Shreeman,Male,a respectable person
Shreepriya,Male,lover of Lakshmee
Shreepushp,Male,cloves
Shreerang,Male,another name of Vishnu
Shreesh,Male,lord of wealth
Shreevallabh,Male,lord of Lakshmi
Shrenik,Male,organised
Shreshta,Male,Lord Vishnu
Shresth,Male,Best of all
Shresthi,Male,Best of all
Shrey,Male,Marevellous
Shreyank,Male,fame
Shreyansh,Male,fame
Shreyas / Sreyas,Male,"Superior, fame"
Shreyash,Male,Credit with Fame
Shrida,Male,Lord Kuber
Shridhar,Male,Lord Vishnu
Shrigopal,Male,Lord Krishna
Shrihan,Male,Lord Vishnu
Shrihari,Male,Lord Vishnu
Shrikant,Male,Lord Vishnu
Shrikar,Male,Lord Vishnu
Shrikeshav,Male,Lord Krishna
Shrikrishna,Male,lord Krishna
Shrikumar,Male,beautiful
Shrimat,Male,Lord Vishnu
Shrimate,Male,"Revered, Lord Hanuman"
Shrimohan,Male,Lord Krishna
Shrinand,Male,Lord Vishnu
Shrinath,Male,Lord Vishnu
Shringesh,Male,Lord of pearls
Shriniketan,Male,Lord Vishnu
Shrinivas,Male,lord Vishnu
Shripad,Male,lord Vishnu
Shripadma,Male,Lord Krishna
Shripal,Male,Lord Vishnu
Shripati,Male,Lord Vishnu
Shriram,Male,Lord Rama
Shriranga,Male,Lord Vishnu
Shriranjan,Male,Lord Vishnu
Shrish,Male,Lord Vishnu
Shrisha,Male,Lord Vishnu
Shrivarah,Male,Lord Vishnu
Shrivardhan,Male,Lord Vishnu; Lord Shiva
Shrivas,Male,Lord Vishnu
Shrivatsa,Male,Lord Vishnu
Shriyadita,Male,sun
Shriyans,Male,wealth
Shrutakeerti,Male,"renowned, reputed"
Shubendra,Male,Lord of virtue
Shubhang,Male,handsome
Shubhankar,Male,auspicious
Shubhashis,Male,blessing
Shubh,Male,Fortunate
Shubhaksh,Male,Lord Shiva
Shubhan,Male,One who is Auspicious
Shubhay,Male,Blessing
Shubhendu,Male,lucky moon
Shubhojit,Male,Handsome
Shubhranshu,Male,the moon
Shuddhashil,Male,well-born
Shuk,Male,a parrot
Shukla,Male,Lord Shiva; Lord Vishnu
Shukra,Male,"resplendent, Venus, Friday"
Shuktij,Male,Pearl
Shulabh,Male,Easy
Shulandhar,Male,Lord Shiva
Shulin,Male,Lord Shiva
Shuna,Male,Lord Indra
Shushil,Male,Pleasant
Shvant,Male,Placid
Shvetambar,Male,"fair, Shiva"
Shvetang,Male,Fair complexioned
Shvetank,Male,Fair complexioned
Shvetanshu,Male,Moon
Shvetavah,Male,Lord Indra
Shwetambar,Male,one who wearswhite clothes
Shwetanshu,Male,moon
Shwetbhanu,Male,moon
Shyam,Male,"Dark blue, Krishna"
Shyamak,Male,Lord Krishna
Shyamal,Male,"Black, dark blue"
Shyamantak,Male,Lord Krishna
Shyamsunder,Male,Lord Krishna
Siamak Or Shiamak,Male,"""Silver Flame"""
Sidak,Male,Wish
Siddha,Male,Lord Shiva
Siddhadev,Male,Lord Shiva
Siddhanath,Male,Mahadev (Lord Shiva)
Siddhanta,Male,principle
Siddharth,Male,"One who is accomplished, Buddha"
Siddhesh,Male,Lord of the blessed
Siddheshwar,Male,Lord Shiva
Siddhraj,Male,Lord of perfection
Siddid,Male,Lord Shiva
Sihaam,Male,arrows
Sikandar,Male,Victorious
Simrit Smrita,Male,remembered
Sindhu,Male,Lord Vishnu
Sindhunath,Male,Lord of the ocean
Sinha,Male,Hero
Sinhag,Male,Lord Shiva
Sinhvahan,Male,"Lord Shiva, one who rides a lion"
Siraj,Male,lamp
Sitakanta,Male,lord Rama
Sitanshu,Male,Moon
Sitaram,Male,Sita & Lord Rama
Sitikantha,Male,lord Shiva
Sivanta,Male,lord Shiva
Skand,Male,name of Kartikeya
Smarajit,Male,one who has conquered lust
Smaran,Male,remembrance
Smritiman,Male,unforgettable
Sneagen,Male,Friend
Snehakant,Male,Lord of love
Snehal,Male,Friendly
Snehil,Male,lovable
Snithik,Male,Master of justice
Sohal,Male,"Soft, delicate"
Soham,Male,I am
Sohan,Male,Good looking
Sohil,Male,Beautiful
Sokanathan,Male,Lord Shiva
Soleil,Male,Sun
Som,Male,"moon, religious drink"
Somadev,Male,Lord of the moon
Somali,Male,Moon's favorite
Somansh,Male,half moon
Somanshu,Male,Moonbeam
Somashekhar,Male,Lord Shiva
Somasindhu,Male,Lord Vishnu
Sombir,Male,who conquered Moon / nectar
Somendra,Male,another name of Indra
Somesh,Male,Moon
Someshwar,Male,Lord Krishna
Somil,Male,soft natured
Somkar,Male,moon light
Somnath,Male,Lord Shiva
Somprakash,Male,moon light
Sonit,Male,Person with good intentions
Sopaan,Male,"stairs, steps"
Soumava,Male,Moon's light
Soumil,Male,Friend
Sourabh,Male,fragrance
Souradip,Male,Island of Sunlight
Sourish,Male,Lord Vishnu
Sourja Shaurya,Male,Brave
Sparsh,Male,Touch
Sreeghan,Male,"Wealthy, rich"
Sreevalsan,Male,Loved by Vishnu
Sriashwin,Male,A good ending
Sriansh,Male,born with 'ansh' or part of Lakshmi
Srichaitra,Male,"1st month in Indian calendar, beginning"
Sridatta,Male,Given by God
Sridhar,Male,Lord Krishna
Srihith,Male,Will of god
Srijan,Male,creation
Srikant,Male,Lover of wealth
Srinivas,Male,Abode of wealth
Sriram,Male,Lord Rama
Srivar,Male,Lord Vishnu
Srivatsav,Male,Disciple of God
Stavya,Male,Lord Vishnu
Sthavir,Male,Lord Brahma
Sthir,Male,Foccused
Stotri,Male,Lord Vishnu
Subaahu,Male,strong armed
Subal,Male,Lord Shiva
Subali,Male,Strong
Subandhu,Male,a good friend
Subeer,Male,Courageous
Subhadr,Male,gentleman
Subhag,Male,fortunate
Subhan,Male,aware
Subhang,Male,Lord Shiva
Subhas,Male,shining
Subhash,Male,Soft spoken
Subhendu,Male,Moon
Subinay,Male,humble
Subodh,Male,Sound advice
Subrahmanya Subramani,Male,Lord Murugan
Suchendra,Male,Lord of piousness
Suchet,Male,Attentive; Alert
Suchin,Male,Means a Beautiful Thought
Suchir,Male,Eternal
Suchit,Male,Person with a sound mind
Sudalai,Male,Village God
Sudama,Male,Meek
Sudarshan,Male,Good looking
Suday,Male,Gift
Sudeep,Male,Illumined
Sudeepta,Male,bright
Sudesha,Male,Good country
Sudev,Male,good diety
Sudeva,Male,Good Deva
Sudhakar,Male,Mine of nectar
Sudhamay,Male,full of nectar
Sudhang,Male,Moon
Sudhanshu,Male,Moon
Sudhanssu,Male,moon
Sudhanvan,Male,Lord Vishnu
Sudhendra,Male,Lord of nectar
Sudhindra,Male,Lord of knowledge
Sudhir,Male,"Resolute, brave"
Sudhish,Male,Lord of excellent intellect
Sudhit,Male,Kind
Sudip,Male,Bright
Sudir,Male,Bright
Sugandh,Male,"sweet smelling, fragrance"
Sugata,Male,a name of the Buddha
Sughosh,Male,one with melodious voice
Sugriva,Male,One with graceful neck
Suhas,Male,Laughter
Suhrit,Male,well-disposed
Suhruda,Male,Good hearted
Sujal,Male,Affectionate
Sujan,Male,honest
Sujash,Male,illustrious
Sujat,Male,belonging to a good clan
Sujay,Male,victory
Sujendran,Male,Universal being
Sujit,Male,Victory
Suka,Male,Wind
Sukant/Sukanta,Male,handsome
Sukarma,Male,one who does good deeds
Sukarman,Male,reciter of 1000 Samhitas
Sukumar,Male,tender
Suketu,Male,"of good banner, flag"
Sukhajat,Male,Lord Shiva
Sukhakar,Male,Lord Rama
Sukhamay,Male,pleasurable
Sukhashakt,Male,Lord Shiva
Sukhdev,Male,God of happiness
Sukhesh,Male,Lord of happiness
Sukhwant,Male,"full of happiness, pleasant"
Sukrant,Male,extremely beautiful
Sukrit,Male,wise
Sukumara,Male,"""Very tender, very delicate"""
Sukumaran,Male,A variation of the name Sukumara
Sulabh,Male,easy to get
Sulalit,Male,Graceful
Sulek,Male,Sun
Suloch,Male,Beautiful eyes
Sulochan,Male,one with beautiful eyes
Sumadhur,Male,very sweet
Suman,Male,flower
Sumangal,Male,very auspicious
Sumant,Male,Friendly
Sumantu,Male,Atharva Veda was assigned to him
Sumanyu,Male,heaven
Sumatinath,Male,Lord of wisdom
Sumay,Male,Wise
Sumed,Male,Wise
Sumedh,Male,clever
Sumeet,Male,Friendly
Sumeru,Male,Lord Shiva
Sumit,Male,Well measured
Sumitr,Male,good friend
Sumitranandan,Male,sons of Sumitra (Lakshman & Shatrughna)
Sumukh,Male,Lord Shiva
Sunand,Male,pleasant
Sunam,Male,good name (fame)
Sunandan,Male,happy
Sunar,Male,Happy
Sunashi,Male,Lord Indra
Sunay,Male,Wise
Sundar,Male,Beautiful
Sunder,Male,Handsome
Suneet,Male,Lord Shiva; Righteous
Sunil,Male,Dark blue
Sunirmal,Male,pure
Sunjeev,Male,Making alive
Suparn,Male,Lord Vishnu
Supash,Male,Lord Ganesh
Suprabhaat,Male,good morning
Suprakash,Male,manifested
Suprasanna,Male,Ever Cheerful and beaming. Goddess Lakshmi
Supratik,Male,Lord Shiva
Supratim,Male,excellent
Suprit,Male,loving
Sur,Male,a musical note
Suradhish,Male,Lord Indra
Suradip,Male,Lord Indra
Suragan,Male,Lord Shiva
Suraj,Male,Sun
Surajit,Male,god
Surajiv,Male,Lord Vishnu
Suram,Male,Beautiful
Suran,Male,Pleasant sound
Suranjan,Male,pleasing
Surarihan,Male,Lord Shiva
Suras,Male,juicy
Surbhup,Male,Lord Vishnu
Surdaas,Male,servant of musical tunes
Surdeep,Male,lamp of music
Suren,Male,Lord Indra
Surendra,Male,Lord Indra
Suresh,Male,Sun
Sureshwar,Male,Lord of The Gods
Suri,Male,Lord Krishna
Surjeet,Male,conquerer of the suras
Surnath,Male,"Lord Indra, lord of suras"
Surup,Male,Lord Shiva
Surush,Male,Shining
Surya,Male,Sun
Suryabhan,Male,the sun
Suryadev,Male,Sun God
Suryakant,Male,Loved by the sun
Suryanshu,Male,Sunbeam
Suryaprakash,Male,sunlight
Suryashankar,Male,lord Shiva
Suryansh,Male,An atom of Sun
Suryesh,Male,Sun God
Susadh,Male,Lord Shiva
Susan,Male,Lord Shiva
Susen,Male,Lord Vishnnu
Sushant,Male,Quiet
Sushen,Male,son of Vasudeva
Susher,Male,Kind
Sushil,Male,Good charactered man
Sushim,Male,Moonstone
Sushobhan,Male,very beautiful
Sushrut,Male,of good reputation
Sutantu,Male,Lord Shiva; Lord Vishnnu
Sutapa,Male,seeker of god
Sutara,Male,holy star
Sutej,Male,lustre
Sutirth,Male,Lord Shiva
Sutosh,Male,one who becomes happy easily
Sutoya,Male,A river
Suvan,Male,the sun
Suvarn,Male,Lord Shiva
Suvas,Male,Lord Shiva
Suvel,Male,Placid
Suvidh,Male,Kind
Suvimal,Male,pure
Suvir,Male,Lord Shiva
Suvrata,Male,Strict in religious vows (Subrata)
Suyamun,Male,Lord Vishnu
Suyati,Male,Lord Vishnu
Suyash,Male,illustrious
Svamin,Male,Lord Vishnu
Svaminath,Male,Lord Ganesh
Svang,Male,Good looks
Svanik,Male,Handsome
Svar,Male,Lord Vishnu
Svaraj,Male,Lord Indra
Svarg,Male,Heaven
Svarna,Male,Lord Ganesh
Svarpati,Male,Lord of sound
Svayambhu,Male,Lord Brahma; Vishnu; Shiva
Svayambhut,Male,Lord Shiva
Swadhin,Male,Independent and Free
Swagat,Male,Welcome
Swajith,Male,Self made Victory
Swami,Male,Lord
Swaminath,Male,the lord almighty
Swapan,Male,dream
Swapnesh,Male,king of dreams
Swapnil,Male,"Seen in a dream, dreamy"
Swaraj,Male,"Liberty, freedom"
Swarit,Male,towards heaven
Swarnim,Male,golden
Swarnapurishwara,Male,Lord of the Golden City
Swarup,Male,truth
Swastik,Male,Auspicious
Swatantar,Male,Independent and Free
Swayambhu,Male,self existent
Swetaketu,Male,an ancient sage
Swetank,Male,fair bodied
Swethan,Male,The one who has learnt all Vedas
Syamantak,Male,a jewel of lord Vishnu
Syon,Male,Gentle
Syum,Male,A ray
Taarank,Male,part of a star
Taha,Male,Pure
Tahir,Male,holy
Tahoma,Male,someone who is Different with a Cute Personality
Tajdar,Male,corwned
Taksa,Male,a son of Bharata
Taksha,Male,King Bharat's son
Takshak,Male,a cobra
Taksheel,Male,someone with a strong character
Talaketu,Male,Bhishma Pitamaha
Talank,Male,Lord Shiva
Talin,Male,Lord Shiva
Talish,Male,Lord of earth
Tamal,Male,a tree with very dark bark
Tamas,Male,darkness
Tamila,Male,Sun
Tamish,Male,God of darkness (moon)
Tamkinat,Male,pomp
Tamoghna,Male,Lord Vishnu; Lord Shiva
Tamonash,Male,destroyer of ignorance
Tamra,Male,Copper Red
Tana,Male,Issue
Tanak,Male,Prize
Tanav,Male,Flute
Tanay,Male,son
Tanish,Male,Ambition
Tanishq,Male,Jewel
Tanmay,Male,absorbed
Tanuj,Male,son
Tanul,Male,"To expand, Progress"
Tandeep,Male,"inner soul, light inside"
Tanveer,Male,englightened
Tapan,Male,hot season
Tapas,Male,sun
